city,tier,hotel_name,hotel_listing_slug,offer_label,room_type,rate_label,period_start,period_end,period_label,room_basis,currency,price_amount,max_adults,max_guests,min_nights,inclusions,cancellation_policy,sort_order,verified_at,status,notes,terms
MADINAH,STANDARD,Hotel Hilton Madinah,,Alharmain PDF 16 Jun - 31 Aug 2026,Single Room,FB meal plan,2026-06-16,2026-08-31,16 Jun - 31 Aug 2026,per kamar per malam,SAR,1485,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,0,2026-07-06,INACTIVE,Source: (Madina Hotel 2026) New Season Far East 15 June 20_260630_175141.pdf | Page: madina_page-02.png | Meal: FB | Source period text: 16 JUNE 2026 TO 31 AUGUST 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Movenpick Makkah Hotel,,Alharmain PDF 20 Dec 2026 - 9 Jan 2027,Triple Room,FB meal plan,2026-12-20,2027-01-09,20 Dec 2026 - 9 Jan 2027,per kamar per malam,SAR,2225,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1047,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 20 DEC 2026 TO 9 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Movenpick Makkah Hotel,,Alharmain PDF 20 Dec 2026 - 9 Jan 2027,Quad Room,FB meal plan,2026-12-20,2027-01-09,20 Dec 2026 - 9 Jan 2027,per kamar per malam,SAR,2450,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1048,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 20 DEC 2026 TO 9 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Movenpick Makkah Hotel,,Alharmain PDF 9 Jan - 8 Feb 2027,Double Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,1300,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1049,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Movenpick Makkah Hotel,,Alharmain PDF 9 Jan - 8 Feb 2027,Triple Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,1525,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1050,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Movenpick Makkah Hotel,,Alharmain PDF 9 Jan - 8 Feb 2027,Quad Room,FB meal plan,2027-01-09,2027-02-08,9 Jan - 8 Feb 2027,per kamar per malam,SAR,1750,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1051,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Double Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,1425,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1052,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Triple Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,1760,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1053,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Quad Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,2090,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1054,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 9 Jul - 16 Dec 2026,Double Room,FB meal plan,2026-07-09,2026-12-16,9 Jul - 16 Dec 2026,per kamar per malam,SAR,1550,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1055,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JULY 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 9 Jul - 16 Dec 2026,Triple Room,FB meal plan,2026-07-09,2026-12-16,9 Jul - 16 Dec 2026,per kamar per malam,SAR,1880,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1056,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JULY 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Fairmont Маккан Hotel,,Alharmain PDF 9 Jul - 16 Dec 2026,Quad Room,FB meal plan,2026-07-09,2026-12-16,9 Jul - 16 Dec 2026,per kamar per malam,SAR,2210,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1057,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 9 JULY 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Double Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,1080,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1058,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Triple Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,1280,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1059,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 16 Jun - 8 Jul 2026,Quad Room,FB meal plan,2026-06-16,2026-07-08,16 Jun - 8 Jul 2026,per kamar per malam,SAR,1480,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1060,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 16 JUNE 2026 TO 8 JULY 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 14 Oct - 16 Dec 2026,Double Room,FB meal plan,2026-10-14,2026-12-16,14 Oct - 16 Dec 2026,per kamar per malam,SAR,1225,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1061,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 14 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 14 Oct - 16 Dec 2026,Triple Room,FB meal plan,2026-10-14,2026-12-16,14 Oct - 16 Dec 2026,per kamar per malam,SAR,1425,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1062,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 14 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Pulman Zam Zam Hotel,,Alharmain PDF 14 Oct - 16 Dec 2026,Quad Room,FB meal plan,2026-10-14,2026-12-16,14 Oct - 16 Dec 2026,per kamar per malam,SAR,1625,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1063,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-03.png | Meal: FB | Source period text: 14 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 16 Jun - 14 Oct 2026,Double Room,FB meal plan,2026-06-16,2026-10-14,16 Jun - 14 Oct 2026,per kamar per malam,SAR,1180,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1064,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 16 Jun - 14 Oct 2026,Triple Room,FB meal plan,2026-06-16,2026-10-14,16 Jun - 14 Oct 2026,per kamar per malam,SAR,1530,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1065,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 16 Jun - 14 Oct 2026,Quad Room,FB meal plan,2026-06-16,2026-10-14,16 Jun - 14 Oct 2026,per kamar per malam,SAR,1880,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1066,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 14 OCT 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 15 Oct - 16 Dec 2026,Double Room,FB meal plan,2026-10-15,2026-12-16,15 Oct - 16 Dec 2026,per kamar per malam,SAR,1420,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1067,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 15 Oct - 16 Dec 2026,Triple Room,FB meal plan,2026-10-15,2026-12-16,15 Oct - 16 Dec 2026,per kamar per malam,SAR,1770,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1068,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 15 Oct - 16 Dec 2026,Quad Room,FB meal plan,2026-10-15,2026-12-16,15 Oct - 16 Dec 2026,per kamar per malam,SAR,2120,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1069,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 OCT 2026 TO 16 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 17 Dec 2026 - 5 Jan 2027,Double Room,FB meal plan,2026-12-17,2027-01-05,17 Dec 2026 - 5 Jan 2027,per kamar per malam,SAR,1880,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1070,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 17 DEC 2026 TO 5 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 17 Dec 2026 - 5 Jan 2027,Triple Room,FB meal plan,2026-12-17,2027-01-05,17 Dec 2026 - 5 Jan 2027,per kamar per malam,SAR,2230,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1071,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 17 DEC 2026 TO 5 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Ghufran Safwah Hotel,,Alharmain PDF 17 Dec 2026 - 5 Jan 2027,Quad Room,FB meal plan,2026-12-17,2027-01-05,17 Dec 2026 - 5 Jan 2027,per kamar per malam,SAR,2580,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1072,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 17 DEC 2026 TO 5 JAN 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 16 Jun - 15 Sep 2026,Double Room,FB meal plan,2026-06-16,2026-09-15,16 Jun - 15 Sep 2026,per kamar per malam,SAR,680,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1073,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 15 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 16 Jun - 15 Sep 2026,Triple Room,FB meal plan,2026-06-16,2026-09-15,16 Jun - 15 Sep 2026,per kamar per malam,SAR,780,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1074,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 15 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 16 Jun - 15 Sep 2026,Quad (Jr Suite),FB meal plan,2026-06-16,2026-09-15,16 Jun - 15 Sep 2026,per kamar per malam,SAR,880,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1075,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 16 JUNE 2026 TO 15 SEP 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 15 Sep - 1 Nov 2026,Double Room,FB meal plan,2026-09-15,2026-11-01,15 Sep - 1 Nov 2026,per kamar per malam,SAR,730,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1076,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 SEP 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 15 Sep - 1 Nov 2026,Triple Room,FB meal plan,2026-09-15,2026-11-01,15 Sep - 1 Nov 2026,per kamar per malam,SAR,830,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1077,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 SEP 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 15 Sep - 1 Nov 2026,Quad (Jr Suite),FB meal plan,2026-09-15,2026-11-01,15 Sep - 1 Nov 2026,per kamar per malam,SAR,930,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1078,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 15 SEP 2026 TO 1 NOV 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 1 Nov - 20 Dec 2026,Double Room,FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,800,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1079,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 1 Nov - 20 Dec 2026,Triple Room,FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,900,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1080,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 1 Nov - 20 Dec 2026,Quad (Jr Suite),FB meal plan,2026-11-01,2026-12-20,1 Nov - 20 Dec 2026,per kamar per malam,SAR,1000,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1081,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 1 NOV 2026 TO 20 DEC 2026,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 5 Jan - 8 Feb 2027,Double Room,FB meal plan,2027-01-05,2027-02-08,5 Jan - 8 Feb 2027,per kamar per malam,SAR,755,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1082,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 5 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 5 Jan - 8 Feb 2027,Triple Room,FB meal plan,2027-01-05,2027-02-08,5 Jan - 8 Feb 2027,per kamar per malam,SAR,855,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1083,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 5 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 5 Jan - 8 Feb 2027,Quad (Jr Suite),FB meal plan,2027-01-05,2027-02-08,5 Jan - 8 Feb 2027,per kamar per malam,SAR,955,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1084,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 5 JAN 2027 TO 8 FEB 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 9 Mar - 1 May 2027,Double Room,FB meal plan,2027-03-09,2027-05-01,9 Mar - 1 May 2027,per kamar per malam,SAR,655,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1085,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 9 MAR 2027 TO 1 MAY 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 9 Mar - 1 May 2027,Triple Room,FB meal plan,2027-03-09,2027-05-01,9 Mar - 1 May 2027,per kamar per malam,SAR,755,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1086,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 9 MAR 2027 TO 1 MAY 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 9 Mar - 1 May 2027,Quad (Jr Suite),FB meal plan,2027-03-09,2027-05-01,9 Mar - 1 May 2027,per kamar per malam,SAR,855,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1087,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 9 MAR 2027 TO 1 MAY 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 26 May - 6 Jun 2027,Double Room,FB meal plan,2027-05-26,2027-06-06,26 May - 6 Jun 2027,per kamar per malam,SAR,655,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1088,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 26 MAY 2027 TO 6 JUNE 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
MAKKAH,STANDARD,Sheraton Mаkkah Jabal Hotel,,Alharmain PDF 26 May - 6 Jun 2027,Triple Room,FB meal plan,2027-05-26,2027-06-06,26 May - 6 Jun 2027,per kamar per malam,SAR,755,2,2,1,WiFi/detail fasilitas dicek manual via WhatsApp,Ketersediaan akhir dan payment dilanjutkan manual via WhatsApp,1089,2026-07-06,INACTIVE,Source: (Makka Hotel 2026) New Season Far East 15 June 202_260630_174549.pdf | Page: makka_page-04.png | Meal: FB | Source period text: 26 MAY 2027 TO 6 JUNE 2027,"Harga, pajak, dan availability final setelah admin cek manual ke hotel/OTA."
